,name,album,artist,release_date,length,popularity,key,mode,valence,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,mood,Moods,RF_Results
4439,Disco Inferno,Playlist: The Best Of The Trammps,The Trammps,2016-06-17,213840,61,10,1,0.812,0.676,0.000362,0.704,0.0709,0.139,-8.534,0.0329,129.594,4,0,Happy,True
4440,I'm a Believer,The Definitive Monkees,The Monkees,2001-01-29,166906,39,0,1,0.961,0.519,0.534,0.772,1.21e-05,0.271,-6.784,0.0331,79.618,4,0,Happy,True
4441,Town Called Malice,The Jam Story,The Jam,2006-06-05,172866,0,2,1,0.823,0.534,0.000855,0.943,0.0264,0.0697,-5.898,0.0845,101.754,4,0,Happy,True
4442,"Ease On Down The Road #1 - From ""The Wiz"" Soundtrack",The Wiz,Various Artists,1978-01-01,234773,44,5,1,0.775,0.777,0.363,0.916,4.99e-06,0.102,-7.185,0.101,122.439,4,0,Happy,True
4443,"I Can't Help Myself (Sugar Pie, Honey Bunch)",The Definitive Collection,Four Tops,2008-01-01,163680,63,0,1,0.964,0.686,0.204,0.714,0.0,0.0592,-4.809,0.0287,126.736,4,0,Happy,True
4444,Ain't No Mountain High Enough - Stereo Version,20th Century Masters: The Millennium Collection: The Best Of Marvin Gaye & Tammi Terrell,Tammi Terrell,2000-01-01,149066,0,7,1,0.685,0.674,0.27,0.794,2.47e-06,0.211,-7.361,0.0726,129.292,4,0,Happy,True
4445,High Energy,Passionate Love: Big Gay Valentines AnthemsPassionate Love: Big Gay Anthems,Various Artists,2015-01-18,409600,49,10,0,0.711,0.956,0.143,0.765,0.0461,0.25,-12.772,0.0619,124.252,4,0,Happy,True
4446,Oliver's Army,Armed Forces (Remastered 2020),Elvis Costello & The Attractions,2020-11-06,180840,61,4,1,0.94,0.527,0.336,0.725,0.0,0.221,-9.405,0.0287,143.162,4,0,Happy,True
4447,Sweet Caroline,Sweet Caroline,Neil Diamond,1987-06-29,203573,0,11,1,0.527,0.538,0.589,0.127,0.00017,0.238,-16.057,0.0284,62.829,4,0,Happy,True
4448,Wake Me up Before You Go-Go,THE FINAL,Wham!,1986-05-31,230666,0,0,1,0.883,0.612,0.192,0.738,0.0,0.0779,-6.648,0.0479,81.327,4,0,Happy,True
4449,Yeke Yeke,Akwaba Beach,Mory Kanté,1987-01-01,238253,48,8,1,0.687,0.652,0.148,0.74,0.012,0.352,-13.469,0.0411,125.741,4,0,Happy,True
4450,Come Back and Stay - 2008 Remastered,No Parlez,Paul Young,1983,264853,58,6,0,0.8,0.624,0.116,0.803,1.15e-05,0.293,-7.985,0.0729,130.834,4,0,Happy,True
4451,Reggae Night,La Felicidad... En 4 Minutos,Various Artists,2011-11-29,322440,0,0,1,0.962,0.801,0.301,0.757,8.25e-06,0.0708,-7.13,0.0369,109.366,4,0,Happy,True
4452,I'm Gonna Be (500 Miles),Finest,The Proclaimers,2003-09-01,219466,72,4,1,0.807,0.851,0.151,0.551,0.0,0.0827,-5.177,0.0396,131.922,4,0,Happy,True
4453,Dancing Queen,Arrival,ABBA,1976,230693,3,9,1,0.752,0.539,0.382,0.884,0.00166,0.76,-6.53,0.0403,100.812,4,0,Happy,True
4454,I Wish,At The Close Of A Century,Stevie Wonder,1999-11-23,252333,48,10,0,0.873,0.822,0.0987,0.74,1.48e-05,0.0686,-10.527,0.0522,105.875,4,0,Happy,True
4455,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)","These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,2018-01-19,210772,74,0,1,0.55,0.653,0.194,0.809,0.0,0.165,-4.057,0.0474,92.213,4,0,Happy,True
4456,Easy Lover,Chinese Wall,Philip Bailey,1985-03-20,304506,68,1,1,0.935,0.749,0.0674,0.699,0.00192,0.0763,-13.108,0.0371,128.904,4,0,Happy,True
4457,Celebration - Single Version,Celebration / Morning Star,Kool & The Gang,1980,215653,0,1,1,0.931,0.843,0.0466,0.656,0.0187,0.169,-11.184,0.0595,121.112,4,0,Happy,True
4458,(Feels Like) Heaven,Throw The Warped Wheel Out,Fiction Factory,1984-05-15,213960,59,3,1,0.719,0.541,0.214,0.822,0.00314,0.0521,-10.978,0.049,116.659,4,0,Happy,True
4459,Footloose,The Best Of The 80's,Various Artists,2007-12-10,225880,48,2,1,0.648,0.594,0.0719,0.927,5e-05,0.079,-2.691,0.0675,173.927,4,0,Happy,True
4460,You're The One That I Want - From “Grease”,Gold,Olivia Newton-John,2005-01-01,167613,0,0,1,0.862,0.739,0.193,0.766,7.28e-05,0.137,-6.023,0.0785,106.6,4,0,Happy,True
4461,What Makes You Beautiful,Up All Night,One Direction,2012-05-25,199986,82,4,1,0.888,0.726,0.009,0.787,0.0,0.0596,-2.494,0.0737,124.99,4,0,Happy,True
4462,Shut Up and Dance,TALKING IS HARD,WALK THE MOON,2014-12-02,199080,82,1,1,0.619,0.578,0.00701,0.866,0.0,0.257,-3.804,0.0619,128.038,4,0,Happy,True
4463,Call Me Maybe,Kiss,Carly Rae Jepsen,2012-01-01,193400,79,7,1,0.66,0.783,0.0114,0.58,2.28e-06,0.108,-6.548,0.0408,120.021,4,0,Happy,True
4464,Shake It Off,1989 (Deluxe),Taylor Swift,2014-01-01,219200,80,7,1,0.942,0.647,0.0647,0.8,0.0,0.334,-5.384,0.165,160.078,4,0,Happy,True
4465,Party In The U.S.A.,The Time Of Our Lives (International Version),Miley Cyrus,2009-01-01,202066,79,10,0,0.47,0.652,0.00112,0.698,0.000115,0.0886,-4.667,0.042,96.021,4,0,Happy,True
4466,"Hey, Soul Sister","Save Me, San Francisco (Golden Gate Edition)",Train,2010-12-01,216773,83,1,0,0.795,0.673,0.185,0.886,0.0,0.0826,-4.44,0.0431,97.012,4,0,Happy,True
4467,Classic,MKTO,MKTO,2012,175426,84,1,1,0.756,0.72,0.0384,0.791,0.0,0.157,-4.689,0.124,102.071,4,0,Happy,True
4468,Best Song Ever,Midnight Memories (Deluxe),One Direction,2013-11-25,200106,76,1,1,0.486,0.652,0.0227,0.877,0.0,0.0789,-2.986,0.0465,118.491,4,0,Happy,True
4469,Domino,Who You Are (Platinum Edition),Jessie J,2011-01-01,231840,74,7,1,0.781,0.758,0.0117,0.557,0.0,0.0418,-4.568,0.034,126.986,4,0,Happy,True
4470,Black Magic,Get Weird (Deluxe),Little Mix,2015-11-06,211773,2,4,1,0.843,0.777,0.0352,0.896,0.0,0.317,-4.467,0.0619,111.987,4,0,Happy,True
4471,Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground),Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground),Shakira,2010-05-07,202626,77,11,0,0.743,0.766,0.00627,0.873,0.0,0.0764,-6.381,0.143,126.988,4,0,Happy,True
4472,Marry You,Doo-Wops & Hooligans,Bruno Mars,2010-10-05,230192,75,10,1,0.452,0.621,0.332,0.82,0.0,0.104,-4.865,0.0367,144.905,4,0,Happy,True
4473,Love Story,Fearless,Taylor Swift,2008-11-11,235266,70,2,1,0.296,0.618,0.17,0.741,0.0,0.0822,-3.95,0.031,118.984,4,0,Happy,False
4474,I Gotta Feeling,THE E.N.D. (THE ENERGY NEVER DIES) [Deluxe Version],Black Eyed Peas,2009-01-01,289133,80,0,1,0.61,0.743,0.0873,0.766,0.0,0.509,-6.375,0.0265,127.96,4,0,Happy,True
4475,Last Friday Night (T.G.I.F.),Teenage Dream,Katy Perry,2010-08-24,230733,71,3,0,0.72,0.652,0.00125,0.812,3.01e-05,0.667,-3.797,0.0409,126.023,4,0,Happy,True
4476,Good Time,The Midsummer Station,Owl City,2012-01-01,205933,78,3,1,0.682,0.56,0.0239,0.872,6.98e-06,0.371,-4.269,0.14,126.05,4,0,Happy,True
4477,Troublemaker (feat. Flo Rida),Right Place Right Time,Olly Murs,2012-11-23,185586,0,0,0,0.965,0.762,0.015,0.863,0.0,0.125,-3.689,0.0565,106.008,4,0,Happy,True
4478,Raise Your Glass,Raise Your Glass,P!nk,2010-10-05,202960,76,7,1,0.624,0.7,0.0048,0.709,0.0,0.029,-5.006,0.0838,122.019,4,0,Happy,True
4479,Lush Life,Lush Life,Zara Larsson,2015-06-09,201122,0,7,0,0.799,0.694,0.133,0.712,0.0,0.211,-3.923,0.046,98.022,4,0,Happy,True
4480,Dynamite,The Rokstarr Hits Collection,Taio Cruz,2010-01-01,202613,81,4,1,0.816,0.751,0.00379,0.783,0.0,0.036,-3.724,0.0859,119.975,4,0,Happy,True
4481,On The Floor - Radio Edit,On The Floor,Jennifer Lopez,2011-01-01,230906,72,11,1,0.444,0.758,0.0848,0.686,0.00127,0.142,-6.346,0.0792,130.007,4,0,Happy,True
4482,Geronimo,Bombs Away,Sheppard,2015-01-12,218227,69,7,1,0.457,0.705,0.456,0.78,0.00152,0.115,-6.267,0.0805,142.028,4,0,Happy,True
4483,Galway Girl,÷ (Deluxe),Ed Sheeran,2017-03-03,170826,79,9,1,0.781,0.624,0.0735,0.876,0.0,0.327,-3.374,0.1,99.943,4,0,Happy,True
4484,"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")","CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,2016-05-06,236001,77,0,1,0.702,0.666,0.0123,0.83,0.0,0.191,-5.715,0.0751,113.03,4,0,Happy,True
4485,Firework,Teenage Dream,Katy Perry,2010-08-24,227893,72,8,1,0.648,0.638,0.141,0.832,0.0,0.113,-5.039,0.049,124.071,4,0,Happy,True
4486,Price Tag,Who You Are (Platinum Edition),Jessie J,2011-01-01,223053,74,5,1,0.668,0.636,0.0294,0.831,3.85e-06,0.272,-3.945,0.182,175.015,4,0,Happy,True
4487,Wannabe,Spice,Spice Girls,1996-01-01,173026,80,11,1,0.891,0.768,0.101,0.864,0.0,0.162,-6.145,0.0324,110.008,4,0,Happy,True
4488,Don't Be so Hard on Yourself,I Cry When I Laugh,Jess Glynne,2015,211460,63,6,1,0.664,0.571,0.0608,0.815,0.0,0.163,-3.267,0.0321,120.008,4,0,Happy,True
4489,Higher Love,Higher Love,Kygo,2019-06-28,228267,77,8,1,0.404,0.693,0.0151,0.678,5.71e-06,0.101,-7.159,0.0324,103.952,4,0,Happy,True
4490,"Moves Like Jagger - Studio Recording From ""The Voice"" Performance",Hands All Over (Revised International Standard version),Maroon 5,2010,201493,76,11,0,0.624,0.722,0.0117,0.761,0.0,0.315,-4.459,0.0475,128.044,4,0,Happy,True
4491,Timber (feat. Ke$ha),Global Warming: Meltdown (Deluxe Version),Pitbull,2012,204160,80,11,1,0.788,0.581,0.0295,0.963,0.0,0.139,-4.087,0.0981,129.992,4,0,Happy,True
4492,There's Nothing Holdin' Me Back,Illuminate (Deluxe),Shawn Mendes,2017-04-20,199440,1,2,1,0.966,0.857,0.381,0.8,0.0,0.0913,-4.035,0.0583,121.996,4,0,Happy,True
4493,Just Dance,The Fame,Lady Gaga,2008-01-01,241933,76,1,0,0.745,0.822,0.0264,0.739,4.26e-05,0.181,-4.541,0.0311,118.992,4,0,Happy,True
4494,Live While We're Young,Take Me Home: Yearbook Edition,One Direction,2012-11-09,200186,1,2,1,0.936,0.658,0.0629,0.837,0.0,0.0969,-2.063,0.0543,126.015,4,0,Happy,True
4495,I Don't Care (with Justin Bieber),I Don't Care (with Justin Bieber),Ed Sheeran,2019-05-10,219946,80,6,1,0.842,0.798,0.0912,0.675,0.0,0.0894,-5.041,0.0442,101.956,4,0,Happy,True
4496,Shower,Shower,Becky G,2014-04-23,206166,78,2,1,0.121,0.699,0.0317,0.529,3.59e-05,0.285,-7.548,0.0487,119.987,4,0,Happy,True
4497,Just the Way You Are,Doo-Wops & Hooligans,Bruno Mars,2010-10-05,220734,78,5,1,0.424,0.635,0.0134,0.841,0.0,0.0622,-5.379,0.0422,109.021,4,0,Happy,True
4498,Feel This Moment (feat. Christina Aguilera),Global Warming: Meltdown (Deluxe Version),Pitbull,2012,229506,77,7,1,0.542,0.673,0.039,0.758,0.0,0.341,-3.632,0.158,135.956,4,0,Happy,True
4499,Single Ladies (Put a Ring on It),I AM...SASHA FIERCE,Beyoncé,2008-11-17,193213,69,1,1,0.272,0.426,0.0383,0.584,0.0,0.188,-5.293,0.296,193.437,4,0,Happy,True
4500,I Kissed A Girl,One Of The Boys,Katy Perry,2008-06-17,179640,74,5,1,0.696,0.699,0.00223,0.76,0.0,0.132,-3.173,0.0677,129.996,4,0,Happy,True
4501,It's a Beautiful Day,To Be Loved,Michael Bublé,2013-04-11,199266,68,1,1,0.78,0.532,0.0559,0.795,0.0,0.295,-3.979,0.0358,143.837,4,0,Happy,True
4502,Born This Way,Born This Way (International Special Edition Version),Lady Gaga,2011-05-23,260253,73,11,1,0.494,0.587,0.00327,0.828,0.0,0.331,-5.108,0.161,123.907,4,0,Happy,True
4503,Wildest Dreams,1989,Taylor Swift,2014-01-01,220440,81,8,1,0.467,0.553,0.0709,0.664,0.0056,0.106,-7.417,0.0741,140.06,4,0,Happy,True
4504,Best Day Of My Life,"Oh, What A Life",American Authors,2014-01-01,194240,79,2,1,0.538,0.673,0.0591,0.902,0.000262,0.0558,-2.392,0.0346,100.012,4,0,Happy,True
4505,She Looks So Perfect,5 Seconds Of Summer,5 Seconds of Summer,2014-06-27,202496,72,9,1,0.441,0.494,0.000569,0.951,0.0,0.327,-4.237,0.132,160.025,4,0,Happy,False
4506,TiK ToK,Animal (Expanded Edition),Kesha,2010-01-01,199693,81,2,0,0.714,0.755,0.0991,0.837,0.0,0.289,-2.718,0.142,120.028,4,0,Happy,True
4507,Watermelon Sugar,Watermelon Sugar,Harry Styles,2019-11-17,174000,72,0,1,0.557,0.548,0.122,0.816,0.0,0.335,-4.209,0.0465,95.39,4,0,Happy,True
4508,Drive By,California 37,Train,2012-04-17,195973,77,1,0,0.721,0.765,0.00107,0.837,1.06e-05,0.0801,-3.113,0.032,122.028,4,0,Happy,True
4509,We Found Love,Talk That Talk (Deluxe),Rihanna,2012-07-18,215226,0,1,1,0.6,0.734,0.025,0.766,0.00138,0.108,-4.485,0.0383,127.986,4,0,Happy,True
4510,Hips Don't Lie (feat. Wyclef Jean),"Oral Fixation, Vol. 2 (Expanded Edition)",Shakira,2005-11-28,218093,82,10,0,0.758,0.778,0.284,0.824,0.0,0.405,-5.892,0.0707,100.024,4,0,Happy,True
4511,Roar,PRISM (Deluxe),Katy Perry,2013-10-18,223546,74,7,0,0.455,0.554,0.00487,0.772,6.6e-06,0.354,-4.821,0.0418,179.984,4,0,Happy,True
4512,"I'll Be There for You (Theme from ""Friends')",I'll Be There For You (Theme From FRIENDS) / Snippets: Don't Hide Your Love / End Of The Beginning / Lovin' Me Insane / Drowning In Your Tears / This House Is Not A Home / What Will It Take [Digital 45],The Rembrandts,1995,187293,56,9,1,0.636,0.258,0.065,0.919,0.0,0.279,-6.927,0.0809,93.62,4,0,Happy,True
4513,So What,Greatest Hits...So Far!!!,P!nk,2010-11-12,214520,0,11,1,0.402,0.531,0.000105,0.864,2.05e-06,0.346,-2.978,0.0433,126.02,4,0,Happy,True
4514,Uptown Girl - Radio Edit,Coast To Coast (Expanded Edition),Westlife,2000,186440,68,6,0,0.864,0.645,0.00809,0.921,1.08e-05,0.407,-5.256,0.0302,129.0,4,0,Happy,True
4515,Cheerleader (Felix Jaehn Remix) - Radio Edit,Cheerleader (Felix Jaehn Remix Radio Edit),OMI,2014-12-02,180021,59,4,1,0.41,0.827,0.184,0.576,0.029,0.0656,-7.774,0.0372,118.04,4,0,Happy,True
4516,Don't Stop The Music,Good Girl Gone Bad: Reloaded,Rihanna,2008-06-02,267080,78,6,0,0.542,0.835,0.0336,0.669,6.92e-05,0.0535,-5.582,0.0643,122.668,4,0,Happy,True
4517,"Whenever, Wherever",Laundry Service,Shakira,2001-11-13,196160,74,1,0,0.871,0.794,0.237,0.832,1.14e-05,0.203,-4.862,0.0407,107.657,4,0,Happy,True
4518,DJ Got Us Fallin' In Love (feat. Pitbull),Raymond v Raymond (Expanded Edition),Usher,2010-03-30,220800,79,7,0,0.654,0.663,0.0338,0.861,0.0,0.082,-3.398,0.109,119.963,4,0,Happy,True
4519,Glad You Came,Battleground (Deluxe Edition),The Wanted,2011-01-01,197935,77,7,0,0.452,0.722,0.0319,0.851,0.0,0.108,-3.873,0.0639,126.885,4,0,Happy,True
4520,Poker Face,The Fame,Lady Gaga,2008-01-01,237200,78,4,1,0.787,0.851,0.118,0.806,1.64e-06,0.121,-4.62,0.0787,118.999,4,0,Happy,True
4521,Sucker,Sucker,Jonas Brothers,2019-03-01,181040,4,1,0,0.952,0.842,0.0427,0.734,0.0,0.106,-5.065,0.0588,137.958,4,0,Happy,True
4522,Rather Be (feat. Jess Glynne),Rather Be (feat. Jess Glynne),Clean Bandit,2014-01-17,227833,73,11,1,0.549,0.799,0.162,0.586,2.03e-06,0.193,-6.735,0.0377,120.97,4,0,Happy,True
4523,The Nights,The Days / Nights,Avicii,2014-01-01,176658,85,6,1,0.654,0.527,0.0166,0.835,0.0,0.249,-5.298,0.0433,125.983,4,0,Happy,True
4524,On Top Of The World,Night Visions,Imagine Dragons,2012-09-04,192280,74,0,1,0.755,0.631,0.0841,0.924,3.59e-06,0.084,-5.589,0.146,100.045,4,0,Happy,True
4525,California Gurls,Katy Perry - Teenage Dream: The Complete Confection,Katy Perry,2012-03-12,234653,75,0,1,0.425,0.791,0.00446,0.754,0.0,0.163,-3.729,0.0569,125.014,4,0,Happy,True
4526,The Tide Is High - Radio Mix,Atomic Kitten,Atomic Kitten,2003-04-22,205360,63,7,1,0.635,0.776,0.0234,0.693,0.00177,0.0322,-2.528,0.0314,102.996,4,0,Happy,True
4527,Shotgun,Staying at Tamara's,George Ezra,2018-03-23,201287,78,5,1,0.754,0.673,0.286,0.735,0.0,0.242,-4.733,0.0457,115.744,4,0,Happy,True
4528,Bang Bang,Sweet Talker (Deluxe Version),Jessie J,2014-10-14,199386,78,0,0,0.751,0.706,0.26,0.786,0.0,0.38,-3.417,0.091,150.028,4,0,Happy,True
4529,ME! (feat. Brendon Urie of Panic! At The Disco),ME!,Taylor Swift,2019-04-26,193040,1,0,1,0.657,0.614,0.0291,0.839,0.0,0.112,-4.143,0.0702,182.123,4,0,Happy,True
4530,About You Now,Change,Sugababes,2007-01-01,212400,67,1,0,0.585,0.584,6.52e-05,0.699,6.05e-05,0.486,-6.065,0.0378,82.499,4,0,Happy,True
4531,World of Our Own,World Of Our Own,Westlife,2001-11-08,211426,0,1,1,0.907,0.704,0.0137,0.761,0.0,0.0487,-4.659,0.0347,97.002,4,0,Happy,True
4532,Lips Are Movin,Title (Deluxe),Meghan Trainor,2015-01-09,182666,71,7,1,0.95,0.775,0.0506,0.825,1.03e-06,0.111,-5.402,0.0464,139.091,4,0,Happy,True
4533,Hall of Fame (feat. will.i.am),#3,The Script,2012-09-10,202533,69,10,1,0.629,0.421,0.0654,0.873,0.0,0.123,-4.343,0.0564,84.786,4,0,Happy,True
4534,Wild Ones (feat. Sia),Wild Ones,Flo Rida,2012-06-22,232946,77,5,0,0.437,0.608,0.0991,0.86,0.0,0.262,-5.324,0.0554,127.075,4,0,Happy,True
4535,Rise,Blue,Jonas Blue,2018-11-09,194407,70,1,1,0.655,0.687,0.327,0.785,0.0,0.203,-4.65,0.0333,106.046,4,0,Happy,True
4536,Solo Dance,Solo Dance,Martin Jensen,2016-11-04,174933,62,9,1,0.403,0.746,0.0485,0.846,0.0,0.195,-2.432,0.048,114.955,4,0,Happy,True
4537,Dancing in the Moonlight,Onka's Big Moka,Toploader,2000,232693,75,10,1,0.867,0.632,0.0624,0.856,0.0,0.347,-3.463,0.0348,119.397,4,0,Happy,True
4538,When Love Takes Over (feat. Kelly Rowland),When Love Takes Over,David Guetta,2009-04-17,189000,66,11,1,0.496,0.658,0.0144,0.863,0.000193,0.2,-4.64,0.0255,129.972,4,0,Happy,True
4539,"Give Me Everything (feat. Ne-Yo, Afrojack & Nayer)",Planet Pit (Deluxe Version),Pitbull,2011-06-17,252306,81,8,1,0.53,0.671,0.191,0.939,0.0,0.298,-3.206,0.161,129.024,4,0,Happy,True
4540,"Honey, I'm Good.",Magazines Or Novels,Andy Grammer,2014-08-05,199263,71,9,1,0.595,0.752,0.0324,0.775,0.0,0.351,-7.289,0.0546,122.014,4,0,Happy,True
4541,Wrapped Up (feat. Travie McCoy),Never Been Better (Deluxe),Olly Murs,2014-11-21,185640,0,1,1,0.947,0.787,0.0915,0.848,0.0,0.15,-4.696,0.0549,121.989,4,0,Happy,True
4542,September Song,September Song,JP Cooper,2016-09-16,220290,0,0,0,0.401,0.623,0.0545,0.654,0.0,0.0838,-5.675,0.0372,95.921,4,0,Happy,True
4543,Cake By The Ocean,DNCE,DNCE,2016-11-18,219146,80,4,0,0.896,0.774,0.152,0.753,0.0,0.0371,-5.446,0.0517,119.002,4,0,Happy,True
4544,Mama,Blue,Jonas Blue,2018-11-09,184133,73,11,0,0.566,0.738,0.101,0.794,0.0,0.0533,-4.118,0.0416,104.014,4,0,Happy,True
4545,Club Can't Handle Me (feat. David Guetta),Only One Flo (Part 1),Flo Rida,2010-11-24,234560,76,0,1,0.473,0.616,0.0283,0.869,0.0,0.064,-3.911,0.0327,127.966,4,0,Happy,True
4546,Breathless,In Blue,The Corrs,2000-07-17,207506,69,11,1,0.768,0.607,0.0541,0.82,6.8e-05,0.269,-7.754,0.0597,126.988,4,0,Happy,True
4547,Something Just Like This,Something Just Like This,The Chainsmokers,2017-02-22,247626,74,11,0,0.505,0.607,0.0306,0.649,2.46e-05,0.174,-6.695,0.0362,102.996,4,0,Happy,True
4548,"Happy - From ""Despicable Me 2""",G I R L,Pharrell Williams,2014-03-03,232720,80,5,0,0.962,0.647,0.219,0.822,0.0,0.0908,-4.662,0.183,160.019,4,0,Happy,True
4549,Perfect Strangers,Perfect Strangers,Jonas Blue,2016-06-03,196613,44,1,1,0.704,0.73,0.39,0.861,0.0,0.213,-4.1,0.0451,117.965,4,0,Happy,True
4550,Everybody (Backstreet's Back) - Radio Edit,Backstreet's Back,Backstreet Boys,1997-08-12,225360,74,10,0,0.605,0.731,0.0352,0.853,0.0,0.268,-4.219,0.0363,108.016,4,0,Happy,True
4551,Unconditionally,PRISM (Deluxe),Katy Perry,2013-10-18,228878,64,7,1,0.358,0.397,0.00266,0.725,0.0,0.208,-4.862,0.043,128.861,4,0,Happy,True
4552,A Sky Full of Stars,Ghost Stories,Coldplay,2014-05-19,267866,78,6,1,0.162,0.545,0.00617,0.675,0.00197,0.209,-6.474,0.0279,124.97,4,0,Happy,True
4553,Uptown Funk (feat. Bruno Mars),Uptown Special,Mark Ronson,2015-01-12,269666,82,0,1,0.928,0.856,0.00801,0.609,8.15e-05,0.0344,-7.223,0.0824,114.988,4,0,Happy,True
4554,Down,All Or Nothing,Jay Sean,2009-01-01,212106,8,2,1,0.683,0.657,0.0108,0.695,0.0,0.0822,-4.493,0.0321,65.997,4,0,Happy,True
4555,Lovin' Each Day,Ronan,Ronan Keating,2000-01-01,212973,60,1,1,0.829,0.541,0.0178,0.899,2.95e-06,0.286,-6.261,0.0633,106.676,4,0,Happy,True
4556,Bring It All Back,S Club,S Club 7,1999-01-01,214400,65,4,1,0.872,0.679,0.333,0.903,0.0,0.372,-4.914,0.0463,108.114,4,0,Happy,True
4557,Fascination,This Is Alphabeat,Alphabeat,2008-01-01,182120,61,6,0,0.825,0.495,0.00027,0.878,9.02e-05,0.07,-3.266,0.0361,193.947,4,0,Happy,True
4558,All About That Bass,Title (Deluxe),Meghan Trainor,2015-01-09,187920,74,9,1,0.961,0.807,0.0573,0.887,2.87e-06,0.124,-3.726,0.0503,134.052,4,0,Happy,True
4559,Whistle,Wild Ones,Flo Rida,2012-06-22,224653,78,0,1,0.739,0.747,0.0208,0.937,0.0,0.29,-5.746,0.0453,103.976,4,0,Happy,True
4560,Man! I Feel Like A Woman!,Come On Over,Shania Twain,1997-11-04,234493,75,10,1,0.674,0.657,0.581,0.639,0.0,0.278,-7.527,0.0412,124.882,4,0,Happy,True
4561,Hold My Hand,I Cry When I Laugh,Jess Glynne,2015,227343,53,0,1,0.431,0.642,0.00159,0.823,0.0,0.0776,-5.717,0.0289,122.977,4,0,Happy,True
4562,Shivers,Shivers,Ed Sheeran,2021-09-13,207853,91,2,1,0.822,0.788,0.281,0.859,0.0,0.0424,-2.724,0.0856,141.02,4,0,Happy,True
4563,Don't Start Now,Future Nostalgia,Dua Lipa,2020-03-27,183290,82,11,0,0.679,0.793,0.0123,0.793,0.0,0.0951,-4.521,0.083,123.95,4,0,Happy,True
4564,Just the Way You Are,Doo-Wops & Hooligans,Bruno Mars,2010-10-05,220734,81,5,1,0.424,0.635,0.0134,0.841,0.0,0.0622,-5.379,0.0422,109.021,4,0,Happy,True
4565,Missing Piece,Missing Piece,Vance Joy,2021-05-19,217408,77,0,1,0.721,0.628,0.0155,0.877,5.97e-06,0.113,-4.205,0.046,101.992,4,0,Happy,True
4566,I Wish (feat. Mabel),I Wish (feat. Mabel),Joel Corry,2021-10-29,181728,78,9,0,0.733,0.686,0.0896,0.856,0.0,0.0648,-2.717,0.0426,123.997,4,0,Happy,True
4567,One Night,One Night,Griff,2021-08-26,167280,72,9,1,0.356,0.694,0.0703,0.822,1.18e-06,0.0977,-5.266,0.233,107.104,4,0,Happy,True
4568,Hurricane,Hurricane,Ofenbach,2021-09-17,147139,77,2,0,0.461,0.56,0.225,0.851,2.9e-06,0.177,-2.851,0.0486,125.947,4,0,Happy,True
4569,My Universe,My Universe,Coldplay,2021-09-24,228000,93,9,1,0.443,0.588,0.00813,0.701,0.0,0.2,-6.39,0.0402,104.988,4,0,Happy,True
4570,Can't Get You out of My Head,Step Back in Time: The Definitive Collection,Kylie Minogue,2019-06-28,230640,37,9,0,0.964,0.766,0.0263,0.563,0.683,0.115,-7.516,0.0339,126.007,4,0,Happy,True
4571,Overpass Graffiti,=,Ed Sheeran,2021-10-29,236906,89,9,0,0.774,0.52,0.00253,0.849,0.0,0.119,-3.794,0.186,175.908,4,0,Happy,True
4572,Starlight,Starlight,Westlife,2021-10-14,224146,64,1,1,0.52,0.552,0.00853,0.708,0.0,0.09,-6.332,0.0366,130.014,4,0,Happy,True
4573,Cold Heart - PNAU Remix,Cold Heart (PNAU Remix),Elton John,2021-08-13,202735,95,1,1,0.942,0.796,0.034,0.798,4.19e-05,0.0952,-6.312,0.0317,116.032,4,0,Happy,True
4574,Strawberry Kisses,Strawberry Kisses,Thomas Headon,2021-11-03,181798,52,0,1,0.77,0.68,0.024,0.736,0.0,0.257,-3.211,0.0451,109.979,4,0,Happy,True
4575,I'm Yours,We Sing. We Dance. We Steal Things.,Jason Mraz,2008-05-12,242186,81,11,1,0.718,0.686,0.595,0.457,0.0,0.105,-8.322,0.0468,150.953,4,0,Happy,False
4576,Pack Up,Eliza Doolittle,Eliza Doolittle,2010,191026,40,11,1,0.867,0.671,0.296,0.808,0.0,0.211,-5.691,0.0751,133.031,4,0,Happy,True
4577,Crazy,St. Elsewhere,Gnarls Barkley,2006-04-24,177466,75,8,1,0.64,0.855,0.0505,0.587,0.00714,0.105,-4.589,0.0336,111.97,4,0,Happy,True
4578,Drive (feat. Wes Nelson),Drive (feat. Wes Nelson),Clean Bandit,2021-07-30,179374,79,10,0,0.771,0.81,0.0624,0.571,1.63e-06,0.094,-7.189,0.085,125.994,4,0,Happy,True
4579,A Second to Midnight,A Second to Midnight,Kylie Minogue,2021-10-06,207986,67,5,1,0.614,0.803,0.0339,0.764,0.000703,0.206,-5.233,0.0387,122.014,4,0,Happy,True
